ID,Name,HOF,FY,LY,SP,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP
aaronha01,"Aaron, Hank",Y,1954,1976,23,OF,0.91,3298,12364,2174,3771,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,722,1642,305,555,374
adairje01,"Adair, Jerry",N,1958,1970,13,2B,0,1165,4019,378,1022,163,19,57,366,29,29,208,499,31,17,41,30,149,182,237,254,347,292
adcocjo01,"Adcock, Joe",N,1950,1966,17,1B,0.06,1959,6606,823,1832,295,35,336,1122,20,25,594,1059,55,17,52,35,223,330,614,277,485,337
ageeto01,"Agee, Tommie",N,1962,1973,12,OF,0.17,1129,3912,558,999,170,27,130,433,167,81,342,918,26,34,21,15,99,197,509,255,412,320
aguaylu01,"Aguayo, Luis",N,1980,1989,10,SS,0,568,1104,142,260,43,10,37,109,7,5,94,220,12,20,14,12,27,53,101,236,393,304
aldremi01,"Aldrete, Mike",N,1986,1996,10,OF,0,930,2147,277,565,104,9,41,271,19,18,314,381,29,5,14,18,43,113,333,263,377,356
alexama02,"Alexander, Manny",N,1992,2006,11,SS,0,594,1271,166,293,50,12,15,115,37,10,86,276,7,7,19,4,17,62,123,231,324,282
alfoned01,"Alfonzo, Edgardo",N,1995,2006,12,3B,0.08,1506,5385,777,1532,282,18,146,744,53,17,596,617,22,41,31,55,110,300,649,284,425,357
alicelu01,"Alicea, Luis",N,1988,2002,13,2B,0,1341,3971,551,1031,189,53,47,422,81,50,500,624,25,48,49,45,74,242,581,260,369,346
allenbe01,"Allen, Bernie",N,1962,1973,12,2B,0,1139,3404,357,815,140,21,73,351,13,16,370,424,52,8,24,17,60,161,383,239,357,314
allendi01,"Allen, Dick",N,1963,1977,15,1B,0.47,1749,6332,1099,1848,320,79,351,1119,133,52,894,1556,138,16,19,53,164,399,1027,292,534,378
alleyge01,"Alley, Gene",N,1963,1973,11,SS,0.18,1195,3927,442,999,140,44,55,342,63,30,300,622,62,27,56,22,95,184,363,254,354,310
allisbo01,"Allison, Bob",N,1958,1970,13,OF,0.23,1541,5032,811,1281,216,53,256,796,84,50,795,1033,30,34,25,35,115,269,879,255,471,358
almonbi01,"Almon, Bill",N,1974,1988,15,SS,0,1236,3330,390,846,138,25,36,296,128,60,250,636,24,6,44,29,53,163,378,254,343,305
alomaro01,"Alomar, Roberto",Y,1988,2004,17,2B,0.71,2379,9073,1508,2724,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,584,1506,300,443,371
alomasa01,"Alomar, Sandy",N,1964,1978,15,2B,0.07,1481,4760,558,1168,126,19,13,282,227,80,302,482,17,3,77,18,58,145,529,245,288,290
alomasa02,"Alomar, Sandy",N,1988,2007,20,C,0.3,1377,4530,520,1236,249,10,112,588,25,24,212,499,15,41,48,34,132,259,237,273,406,309
aloufe01,"Alou, Felipe",N,1958,1974,17,OF,0.18,2082,7339,985,2101,359,49,206,852,107,67,423,706,67,57,33,56,135,408,530,286,433,328
alouje01,"Alou, Jesus",N,1963,1979,15,OF,0,1380,4345,448,1216,170,26,32,377,31,46,138,267,32,30,44,20,143,196,169,280,353,305
alouma01,"Alou, Matty",N,1960,1974,15,OF,0.13,1667,5789,780,1777,236,50,31,427,156,80,311,377,38,36,55,29,101,286,467,307,381,345
aloumo01,"Alou, Moises",N,1990,2008,17,OF,0.35,1942,7037,1109,2134,421,39,332,1287,106,37,737,894,91,48,9,82,195,460,843,303,516,369
amalfjo01,"Amalfitano, Joey",N,1954,1967,10,2B,0,643,1715,248,418,67,19,9,123,19,26,185,224,9,12,17,8,37,86,204,244,321,320
amarari01,"Amaral, Rich",N,1991,2000,10,OF,0,727,1788,305,493,82,10,11,159,112,39,176,277,1,16,29,13,37,92,288,276,351,344
amaroru01,"Amaro, Ruben",N,1958,1969,11,SS,0,940,2155,211,505,75,13,8,156,11,14,227,280,24,10,47,12,53,88,238,234,292,309
anderbr01,"Anderson, Brady",N,1988,2002,15,OF,0.2,1834,6499,1062,1661,338,67,210,761,315,100,960,1190,59,154,74,50,65,405,1275,256,425,362
anderda02,"Anderson, Dave",N,1983,1992,10,SS,0,873,2026,244,490,73,12,19,143,49,30,206,331,17,5,37,13,49,85,255,242,318,312
aparilu01,"Aparicio, Luis",Y,1956,1973,18,SS,0.56,2601,10230,1335,2677,394,92,83,791,506,136,736,742,22,27,161,76,184,486,1242,262,343,311
ariasal01,"Arias, Alex",N,1992,2002,11,SS,0,775,1773,203,470,84,6,18,196,10,5,181,211,14,23,17,16,47,90,191,265,350,338
armasto01,"Armas, Tony",N,1976,1989,14,OF,0.14,1432,5164,614,1302,204,39,251,815,18,20,260,1201,37,15,11,52,149,243,278,252,453,287
ashburi01,"Ashburn, Richie",Y,1948,1962,15,OF,0.33,2189,8365,1322,2574,317,109,29,586,234,92,1198,571,25,43,112,18,83,426,1432,308,382,396
ashbyal01,"Ashby, Alan",N,1973,1989,17,C,0,1370,4123,397,1010,183,13,90,513,7,10,461,622,66,11,55,41,125,196,468,245,361,320
asprobo01,"Aspromonte, Bob",N,1956,1971,13,3B,0,1324,4369,386,1103,135,26,60,457,19,24,333,459,52,29,36,32,131,161,352,252,336,308
auerbri01,"Auerbach, Rick",N,1971,1981,11,SS,0,624,1407,167,309,56,5,9,86,36,21,127,198,10,6,22,5,36,61,163,220,286,286
ayalabe01,"Ayala, Benny",N,1974,1985,10,OF,0,425,865,114,217,42,1,38,145,2,4,71,136,7,2,1,12,22,43,73,251,434,305
azcuejo01,"Azcue, Joe",N,1960,1972,11,C,0.09,909,2828,201,712,94,9,50,304,5,12,207,344,45,17,11,32,87,103,212,252,344,304
backmwa01,"Backman, Wally",N,1980,1993,14,2B,0,1102,3245,482,893,138,19,10,240,117,52,371,480,9,5,68,19,55,157,488,275,339,349
baergca01,"Baerga, Carlos",N,1990,2005,14,2B,0.21,1630,5439,731,1583,279,17,134,774,59,24,291,580,41,73,26,66,158,296,350,291,423,332
bailebo01,"Bailey, Bob",N,1962,1978,17,3B,0,1931,6082,772,1564,234,43,189,773,85,83,852,1126,67,17,40,52,195,277,937,257,403,347
baileed01,"Bailey, Ed",N,1953,1966,14,C,0.36,1212,3581,432,915,128,15,155,540,17,18,545,577,77,25,20,37,81,143,562,256,429,355
bailobo01,"Bailor, Bob",N,1975,1985,11,OF,0,955,2937,339,775,107,23,9,222,90,36,187,164,10,20,42,20,51,130,277,264,325,310
bakerdu01,"Baker, Dusty",N,1968,1986,19,OF,0.11,2039,7117,964,1981,320,23,242,1013,137,73,762,926,52,30,27,85,158,343,899,278,432,347
balbost01,"Balboni, Steve",N,1981,1993,11,1B,0,960,3120,351,714,127,11,181,495,1,2,273,856,21,19,1,27,67,138,274,229,451,293
bandosa01,"Bando, Sal",N,1966,1981,16,3B,0.25,2019,7060,982,1790,289,38,242,1039,75,46,1031,923,69,75,65,57,149,327,1106,254,408,352
bankser01,"Banks, Ernie",Y,1953,1971,19,1B,0.58,2528,9421,1305,2583,407,90,512,1636,50,53,763,1236,198,70,45,96,229,497,813,274,500,330
bannial01,"Bannister, Alan",N,1974,1985,12,OF,0,972,3007,430,811,143,28,19,288,108,37,292,318,13,13,33,28,45,171,400,270,355,334
barfije01,"Barfield, Jesse",N,1981,1992,12,OF,0.08,1428,4759,715,1219,216,30,241,716,66,47,551,1234,49,34,16,34,100,246,617,256,466,335
barrema02,"Barrett, Marty",N,1982,1991,10,2B,0,941,3378,418,938,163,9,18,314,57,21,304,209,7,16,102,33,81,172,361,278,347,337
bartobo01,"Barton, Bob",N,1965,1974,10,C,0,393,1049,54,237,31,3,9,66,3,6,87,168,18,5,6,6,33,34,90,226,287,287
basske01,"Bass, Kevin",N,1982,1995,14,OF,0.07,1571,4839,609,1308,248,40,118,611,151,73,357,668,63,37,28,30,112,288,508,270,411,323
batemjo01,"Bateman, John",N,1963,1972,10,C,0,1017,3330,250,765,123,18,81,375,10,10,172,610,69,27,25,31,123,141,182,230,350,271
batisto01,"Batista, Tony",N,1996,2007,11,3B,0.18,1309,4568,625,1146,226,17,221,718,47,26,287,790,27,47,10,47,109,243,334,251,453,299
batteea01,"Battey, Earl",N,1955,1967,13,C,0.31,1141,3586,393,969,150,17,104,449,13,12,421,470,42,28,39,30,127,167,434,270,409,349
bauerha01,"Bauer, Hank",N,1948,1961,14,OF,0.21,1544,5145,833,1424,229,57,164,703,50,33,521,638,11,34,51,25,95,286,571,277,439,346
bautida01,"Bautista, Danny",N,1993,2004,12,OF,0,895,2517,317,685,121,19,62,319,37,16,149,409,12,15,20,17,75,140,186,272,409,315
beaucji01,"Beauchamp, Jim",N,1963,1973,10,1B,0,393,661,79,153,18,4,14,90,6,5,54,150,6,3,0,12,11,22,60,231,334,288
beckegl01,"Beckert, Glenn",N,1965,1975,11,2B,0.36,1320,5208,685,1473,196,31,22,360,49,25,260,243,3,19,58,27,114,227,309,283,345,318
belanma01,"Belanger, Mark",N,1965,1982,18,SS,0.06,2016,5784,676,1316,175,33,20,389,167,75,576,839,22,42,155,45,83,208,743,228,280,300
bellbu01,"Bell, Buddy",N,1972,1989,18,3B,0.28,2405,8995,1151,2514,425,56,201,1106,55,79,836,776,84,38,60,80,255,481,891,279,406,341
bellda01,"Bell, David",N,1995,2006,12,3B,0,1403,4826,587,1239,267,18,123,589,19,20,428,687,25,44,32,50,123,285,447,257,396,320
bellde01,"Bell, Derek",N,1991,2001,11,OF,0,1210,4578,642,1262,232,15,134,668,170,51,377,955,30,61,6,46,123,247,547,276,421,336
belleal01,"Belle, Albert",N,1989,2000,12,OF,0.42,1539,5853,974,1726,389,21,381,1239,88,41,683,961,91,55,4,78,193,410,771,295,564,369
bellge02,"Bell, George",N,1981,1993,12,OF,0.25,1587,6123,814,1702,308,34,265,1002,67,36,331,771,53,49,0,83,165,342,398,278,469,316
bellgu01,"Bell, Gus",N,1950,1964,15,OF,0.27,1741,6478,865,1823,311,66,206,942,30,31,470,636,27,27,45,53,109,377,500,281,445,330
bellhma01,"Bellhorn, Mark",N,1997,2007,10,2B,0,731,2107,324,484,113,13,69,246,30,13,346,723,6,17,10,11,26,126,376,230,394,341
bellira01,"Belliard, Rafael",N,1982,1998,17,SS,0,1154,2301,217,508,55,14,2,142,43,17,136,384,26,23,58,6,53,69,179,221,259,270
bellja01,"Bell, Jay",N,1986,2003,18,SS,0.11,2063,7398,1123,1963,394,67,195,860,91,60,853,1443,25,57,159,58,165,461,944,265,416,343
benchjo01,"Bench, Johnny",Y,1967,1983,17,C,0.82,2158,7658,1091,2048,381,24,389,1376,68,43,891,1278,135,19,11,90,201,405,959,267,476,342
benedbr01,"Benedict, Bruce",N,1978,1989,12,C,0.17,982,2878,214,696,98,6,18,260,12,20,328,251,52,13,49,21,76,104,340,242,299,320
beniqju01,"Beniquez, Juan",N,1971,1988,17,OF,0,1500,4651,610,1274,190,30,79,476,104,76,349,551,11,31,87,32,145,220,453,274,379,327
benjami01,"Benjamin, Mike",N,1989,2002,13,SS,0,817,1926,227,442,109,15,24,169,44,14,106,429,19,25,57,10,38,124,150,229,339,277
bennega01,"Bennett, Gary",N,1995,2008,13,C,0,587,1690,141,408,74,3,22,192,6,5,139,270,19,16,14,17,53,77,145,241,328,302
bergmda01,"Bergman, Dave",N,1975,1992,17,1B,0,1349,2679,312,690,100,16,54,289,19,14,380,347,36,7,21,27,55,116,399,258,367,348
bernato01,"Bernazard, Tony",N,1979,1991,10,2B,0,1071,3700,523,970,177,30,75,391,113,55,428,606,22,17,63,35,67,207,541,262,387,339
berrada01,"Berra, Dale",N,1977,1987,11,SS,0,853,2553,236,603,109,9,49,278,32,17,210,422,57,12,33,27,54,118,242,236,344,294
berrayo01,"Berra, Yogi",Y,1946,1965,19,C,0.79,2120,7555,1175,2150,321,49,358,1430,30,26,704,414,49,52,9,44,146,370,734,285,482,348
berroge01,"Berroa, Geronimo",N,1989,2000,11,OF,0,779,2506,379,692,113,9,101,382,19,16,276,510,10,17,0,26,68,122,295,276,449,349
berryda01,"Berryhill, Damon",N,1987,1997,10,C,0,683,2030,175,488,106,6,47,257,3,6,139,409,23,6,10,23,53,112,142,240,368,288
berryke01,"Berry, Ken",N,1962,1975,14,OF,0.07,1384,4136,422,1053,150,23,58,343,45,46,298,569,31,30,64,17,108,173,343,255,344,308
berryse01,"Berry, Sean",N,1990,2000,11,3B,0,860,2413,310,657,153,10,81,369,47,24,206,438,19,32,11,29,50,163,253,272,445,334
bertore01,"Bertoia, Reno",N,1953,1962,10,3B,0,612,1745,204,425,60,10,27,171,16,15,142,252,11,16,31,23,46,70,158,244,336,303
bevacku01,"Bevacqua, Kurt",N,1971,1985,15,3B,0,970,2117,214,499,90,11,27,275,12,20,221,329,19,5,24,31,72,101,233,236,327,305
bicheda01,"Bichette, Dante",N,1988,2001,14,OF,0.29,1704,6381,934,1906,401,27,274,1141,152,73,355,1078,32,41,5,73,176,428,507,299,499,336
biggicr01,"Biggio, Craig",Y,1988,2007,20,2B,0.35,2850,10876,1844,3060,668,55,291,1175,414,124,1160,1753,68,285,101,81,150,723,1574,281,433,363
biittla01,"Biittner, Larry",N,1970,1983,14,OF,0,1217,3151,310,861,144,20,29,354,10,12,236,287,36,11,18,27,93,164,246,273,359,324
bilkost01,"Bilko, Steve",N,1949,1962,10,1B,0,600,1738,220,432,85,13,76,276,2,4,234,395,2,3,3,14,58,98,236,249,444,336
blackti01,"Blackwell, Tim",N,1974,1983,10,C,0,426,1044,91,238,40,11,6,80,3,3,154,183,14,4,17,6,23,51,157,228,305,328
blairpa01,"Blair, Paul",N,1964,1980,17,OF,0.12,1947,6042,776,1513,282,55,134,620,171,93,449,877,23,23,108,51,126,337,620,250,382,302
blasido01,"Blasingame, Don",N,1955,1966,12,2B,0.08,1444,5296,731,1366,178,62,21,308,105,60,552,462,15,15,62,13,43,240,657,258,327,329
blausje01,"Blauser, Jeff",N,1987,1999,13,SS,0.15,1407,4522,691,1187,217,33,122,513,65,41,569,937,22,91,48,41,77,250,634,262,406,354
blowemi01,"Blowers, Mike",N,1989,1999,11,3B,0,761,2300,290,591,116,8,78,365,7,8,248,610,10,6,15,16,80,124,255,257,416,329
boccajo01,"Boccabella, John",N,1963,1974,12,C,0,551,1462,117,320,56,5,26,148,3,7,96,246,20,5,16,16,43,61,99,219,317,267
bochtbr01,"Bochte, Bruce",N,1974,1986,12,1B,0.08,1538,5233,643,1478,250,21,100,658,43,41,653,662,65,13,44,51,156,271,696,282,396,360
boggswa01,"Boggs, Wade",Y,1982,1999,18,3B,0.67,2440,9180,1513,3010,578,61,118,1014,24,35,1412,745,180,23,29,96,236,639,1436,328,443,415
bollifr01,"Bolling, Frank",N,1954,1966,12,2B,0.17,1540,5562,692,1415,221,40,106,556,40,38,462,558,28,30,97,38,114,261,502,254,366,313
bondsbo01,"Bonds, Bobby",N,1968,1981,14,OF,0.21,1849,7043,1258,1886,302,66,332,1024,461,169,914,1757,75,53,16,64,107,368,1375,268,471,353
bonilbo01,"Bonilla, Bobby",N,1986,2001,16,3B,0.38,2113,7213,1084,2010,408,61,287,1173,45,57,912,1204,128,28,5,97,169,469,957,279,472,358
bonneba01,"Bonnell, Barry",N,1977,1986,10,OF,0,976,3068,363,833,143,24,56,355,64,39,229,387,26,13,27,16,83,167,293,272,389,323
boonebo01,"Boone, Bob",N,1972,1990,19,C,0.21,2264,7245,679,1838,303,26,105,826,38,50,663,608,90,20,142,78,191,329,701,254,346,315
bordepa01,"Borders, Pat",N,1988,2005,17,C,0,1099,3282,289,831,168,12,69,346,9,14,155,557,13,12,31,19,94,180,164,253,375,288
bordimi01,"Bordick, Mike",N,1990,2003,14,SS,0.07,1720,5770,676,1500,257,30,91,626,96,58,500,800,10,63,97,54,145,287,596,260,362,323
bosleth01,"Bosley, Thad",N,1977,1990,14,OF,0,784,1581,183,430,50,12,20,158,47,24,143,275,15,1,14,16,33,62,190,272,357,330
bostoda01,"Boston, Daryl",N,1984,1994,11,OF,0,1058,2629,378,655,131,22,83,278,98,50,237,469,23,8,14,13,37,153,335,249,410,312
bosweke01,"Boswell, Ken",N,1967,1977,11,2B,0,930,2517,266,625,91,19,31,244,27,17,240,239,29,9,25,25,90,110,267,248,337,313
bowala01,"Bowa, Larry",N,1970,1985,16,SS,0.31,2247,8418,987,2191,262,99,15,525,318,105,474,569,45,17,151,43,121,361,792,260,320,300
boyercl02,"Boyer, Clete",N,1955,1971,16,3B,0,1725,5780,645,1396,200,33,162,654,41,28,470,931,74,25,37,53,136,233,511,242,372,299
boyerke01,"Boyer, Ken",N,1955,1969,15,3B,0.47,2034,7455,1104,2143,318,68,282,1141,105,77,713,1017,97,20,17,63,185,386,818,287,462,349
bradfbu01,"Bradford, Buddy",N,1966,1976,11,OF,0,697,1605,224,363,50,8,52,175,36,24,184,411,16,19,12,11,43,58,220,226,364,311
braggda01,"Bragg, Darren",N,1994,2004,11,OF,0,916,2461,341,627,145,14,46,260,56,24,304,570,17,25,24,21,54,159,360,255,381,340
brandja01,"Brandt, Jackie",N,1956,1967,11,OF,0.09,1221,3895,540,1020,175,37,112,485,45,30,351,574,20,12,31,29,75,212,396,262,412,323
braunst01,"Braun, Steve",N,1971,1985,15,OF,0,1425,3650,466,989,155,19,52,388,45,27,579,433,32,17,24,25,77,174,624,271,367,371
breamsi01,"Bream, Sid",N,1983,1994,12,1B,0,1088,3108,351,819,191,12,90,455,50,40,353,450,45,5,26,38,75,203,403,264,420,336
bressed01,"Bressoud, Eddie",N,1956,1967,12,SS,0.08,1186,3672,443,925,184,40,94,365,9,13,359,723,44,12,38,25,74,224,368,252,401,319
brettge01,"Brett, George",Y,1973,1993,21,3B,0.62,2707,10349,1583,3154,665,137,317,1595,201,97,1096,908,229,33,26,120,235,802,1297,305,487,369
bridgro01,"Bridges, Rocky",N,1951,1961,11,SS,0.09,919,2272,245,562,80,11,16,187,10,15,205,229,10,7,40,13,79,91,215,247,313,310
briggjo02,"Briggs, John",N,1964,1975,12,OF,0,1366,4117,601,1041,170,43,139,507,64,49,663,785,47,5,22,30,54,213,727,253,416,355
brinked01,"Brinkman, Ed",N,1961,1975,15,SS,0.07,1846,6045,550,1355,201,38,60,461,30,35,444,845,44,40,71,40,162,239,474,224,300,280
brockgr01,"Brock, Greg",N,1982,1991,10,1B,0,1013,3202,420,794,141,6,110,462,41,18,434,469,63,15,15,29,70,147,475,248,399,338
brocklo01,"Brock, Lou",Y,1961,1979,19,OF,0.32,2616,10332,1610,3023,486,141,149,900,938,307,761,1730,124,49,47,46,114,627,1699,293,410,343
